Mod:Item:MetaData, Localized Name
hbm:rbmk_fuel_drx, §cDigamma RBMK Fuel Rod§r
hbm:pellet_schrabidium, Pure Schrabidium Watz Pellet
hbm:pellet_hes, HES Watz Pellet
hbm:pellet_mes, MES Watz Pellet
hbm:pellet_les, LES Watz Pellet
hbm:pellet_beryllium, Beryllium Moderator Pellet
hbm:pellet_neptunium, Neptunium Watz Pellet
hbm:pellet_lead, Lead Reflector Pellet
hbm:pellet_advanced, Advanced Watz Performance Improver
hbm:particle_empty, Empty Particle Capsule
hbm:particle_hydrogen, Hydrogen Ion Capsule
hbm:particle_copper, Copper Ion Capsule
hbm:particle_lead, Lead Ion Capsule
hbm:particle_aproton, Antiproton Capsule
hbm:particle_aelectron, Positron Capsule
hbm:particle_muon, Muon Capsule
hbm:particle_amat, Antimatter Capsule
hbm:particle_aschrab, Antischrabidium Capsule
hbm:particle_higgs, Higgs Boson Capsule
hbm:particle_tachyon, Tachyon Capsule
hbm:particle_dark, Dark Matter Capsule
hbm:particle_strange, Strange Quark Capsule
hbm:particle_sparkticle, Sparkticle Capsule
hbm:particle_digamma, §cThe Digamma Particle§r
hbm:capsule_empty, Empty Capsule
hbm:capsule_xen, Xen Capsule
hbm:capsule_sing_tiny, Tiny Singularity Capsule
hbm:capsule_sing_counter_tiny, Tiny Contained Counter-Resonant Singularity Capsule
hbm:capsule_sing_super_tiny, Tiny Superheated Resonating Singularity Capsule
hbm:capsule_hole_tiny, Tiny Black Hole Capsule
hbm:capsule_sing_spark_tiny, Tiny Quasar Capsule
hbm:singularity, Singularity Capsule
hbm:singularity_counter_resonant, Contained Counter-Resonant Singularity Capsule
hbm:singularity_super_heated, Superheated Resonating Singularity Capsule
hbm:black_hole, Black Hole Capsule
hbm:singularity_spark, Quasar Capsule
hbm:pellet_antimatter, Antimatter Cluster
hbm:crystal_xen, Artificial Xen Crystal
hbm:crystal_energy, Energy Crystal
hbm:pellet_coolant, Coolant Cluster
hbm:key, Key
hbm:key_red, Red Key
hbm:key_kit, Key Imitation Kit
hbm:key_fake, Counterfeit Key
hbm:pin, Bobby Pin
hbm:padlock_rusty, Rusty Padlock
hbm:padlock, Padlock
hbm:padlock_reinforced, Reinforced Padlock
hbm:padlock_unbreakable, Unbreakable Padlock
hbm:mech_key, Large Silver Key
hbm:ams_catalyst_blank, Blank DFC Catalyst
hbm:ams_catalyst_iron, Iron DFC Catalyst
hbm:ams_catalyst_copper, Copper DFC Catalyst
hbm:ams_catalyst_aluminium, Aluminium DFC Catalyst
hbm:ams_catalyst_lithium, Lithium DFC Catalyst
hbm:ams_catalyst_beryllium, Beryllium DFC Catalyst
hbm:ams_catalyst_tungsten, Tungsten DFC Catalyst
hbm:ams_catalyst_cobalt, Cobalt DFC Catalyst
hbm:ams_catalyst_niobium, Niobium DFC Catalyst
hbm:ams_catalyst_cerium, Cerium DFC Catalyst
hbm:ams_catalyst_thorium, Thorium DFC Catalyst
hbm:ams_catalyst_strontium, Strontium DFC Catalyst
hbm:ams_catalyst_caesium, Caeseium DFC Catalyst
hbm:ams_catalyst_schrabidium, Schrabidium DFC Catalyst
hbm:ams_catalyst_euphemium, Euphemium DFC Catalyst
hbm:ams_catalyst_dineutronium, Dineutronium DFC Catalyst
hbm:ams_focus_blank, Blank Stabilizer Lens
hbm:ams_lens, Stabilizer Lens
hbm:ams_focus_limiter, Limiting Stabilizer Lens
hbm:ams_focus_booster, Boosting Stabilizer Lens
hbm:ams_focus_omega, UNDEFINED Stabilizer Lens
hbm:ams_core_sing, Vibrant Singularity (DFC Core)
hbm:ams_core_wormhole, Tiny Wormhole (DFC Core)
hbm:ams_core_eyeofharmony, Eye of Harmony (DFC Core)
hbm:ams_core_thingy, Thingy (DFC Core)
hbm:ams_muzzle, Ray-Emission Muzzle
hbm:fluid_icon:0, Water
hbm:fluid_icon:0, Lava
hbm:fluid_icon:0, Molten Iron
hbm:fluid_icon:0, Molten Gold
hbm:fluid_icon:0, Molten Pigiron
hbm:fluid_icon:0, Molten Cobalt
hbm:fluid_icon:0, Molten Ardite
hbm:fluid_icon:0, Molten Manyullyn
hbm:fluid_icon:0, Molten Knightslime
hbm:fluid_icon:0, Molten Aluminum Brass
hbm:fluid_icon:0, Molten Brass
hbm:fluid_icon:0, Molten Copper
hbm:fluid_icon:0, Molten Tin
hbm:fluid_icon:0, Molten Bronze
hbm:fluid_icon:0, Molten Zinc
hbm:fluid_icon:0, Molten Lead
hbm:fluid_icon:0, Molten Nickel
hbm:fluid_icon:0, Molten Silver
hbm:fluid_icon:0, Molten Electrum
hbm:fluid_icon:0, Molten Steel
hbm:fluid_icon:0, Molten Aluminum
hbm:fluid_icon:0, Liquid Hydrogen
hbm:fluid_icon:0, Liquid Oxygen
hbm:fluid_icon:0, Liquid Chlorine
hbm:fluid_icon:0, Liquid Sulfur Dioxide
hbm:fluid_icon:0, Liquid Sulfur Trioxide
hbm:fluid_icon:0, Sulfuric Acid
hbm:fluid_icon:0, Liquid Hydrogen Chloride
hbm:fluid_icon:0, Liquid Ethylene
hbm:fluid_icon:0, Liquid Sodium
hbm:fluid_icon:0, Brine
hbm:fluid_icon:0, Liquid Deuterium
hbm:fluid_icon:0, Liquid Tritium
hbm:fluid_icon:0, Liquid D-T Fuel
hbm:fluid_icon:0, Liquid Lithium
hbm:fluid_icon:0, Heavy Water
hbm:fluid_icon:0, Steam
hbm:fluid_icon:0, Canola Oil
hbm:fluid_icon:0, Refined Canola Oil
hbm:fluid_icon:0, Crystallized Oil
hbm:fluid_icon:0, Empowered Oil
hbm:fluid_icon:0, UU-Matter
hbm:fluid_icon:0, Construction Foam
hbm:fluid_icon:0, IC2 Coolant
hbm:fluid_icon:0, Creosote
hbm:fluid_icon:0, IC2 Hot Coolant
hbm:fluid_icon:0, Pahoehoe Lava
hbm:fluid_icon:0, Biomass
hbm:fluid_icon:0, Biogas
hbm:fluid_icon:0, Distilled Water
hbm:fluid_icon:0, Superheated Steam
hbm:fluid_icon:0, Steam
hbm:fluid_icon:0, Hotspring Water
hbm:fluid_icon:0, Weed-Ex
hbm:fluid_icon:0, Air
hbm:fluid_icon:0, Hydrogen
hbm:fluid_icon:0, Oxygen
hbm:fluid_icon:0, Heavy Water
hbm:fluid_icon:0, Milk
hbm:fluid_icon:0, Creosote Oil
hbm:fluid_icon:0, Liquifacted Coal
hbm:fluid_icon:0, Crude Oil
hbm:fluid_icon:0, Naphtha
hbm:fluid_icon:0, Refined Fuel
hbm:fluid_icon:0, Sap
hbm:fluid_icon:0, Syrup
hbm:fluid_icon:0, Resin
hbm:fluid_icon:0, Tree Oil
hbm:fluid_icon:0, Seed Oil
hbm:fluid_icon:0, Biocrude
hbm:fluid_icon:0, Grassoline
hbm:fluid_icon:0, Mushroom Stew
hbm:fluid_icon:0, Essence of Knowledge
hbm:fluid_icon:0, Potion
hbm:fluid_icon:0, Splash Potion
hbm:fluid_icon:0, Lingering Potion
hbm:fluid_icon:0, Destabilized Redstone
hbm:fluid_icon:0, Energized Glowstone
hbm:fluid_icon:0, Resonant Ender
hbm:fluid_icon:0, Blazing Pyrotheum
hbm:fluid_icon:0, Gelid Cryotheum
hbm:fluid_icon:0, Zephyrean Aerotheum
hbm:fluid_icon:0, Tectonic Petrotheum
hbm:fluid_icon:0, Primal Mana
hbm:fluid_icon:0, Molten Platinum
hbm:fluid_icon:0, Molten Iridium
hbm:fluid_icon:0, Molten Invar
hbm:fluid_icon:0, Molten Constantan
hbm:fluid_icon:0, Molten Signalum
hbm:fluid_icon:0, Molten Lumium
hbm:fluid_icon:0, Molten Enderium
hbm:fluid_icon:0, Plant Oil
hbm:fluid_icon:0, Ethanol
hbm:fluid_icon:0, Biodiesel
hbm:fluid_icon:0, Liquid Concrete
hbm:fluid_icon:0, Molten Uranium
hbm:fluid_icon:0, Evil Infused Iron
hbm:fluid_icon:0, Enchanted Metal
hbm:fluid_icon:0, Molten Demon Metal
hbm:fluid_icon:0, Syngas
hbm:fluid_icon:0, Crude Oil
hbm:fluid_icon:0, Diesel
hbm:fluid_icon:0, Engine Lubricant
hbm:fluid_icon:0, Leaded Gasoline
hbm:fluid_icon:0, Napalm
hbm:fluid_icon:0, Essence
hbm:fluid_icon:0, Milk
hbm:fluid_icon:0, Liquid Meat
hbm:fluid_icon:0, Latex
hbm:fluid_icon:0, Sewage
hbm:fluid_icon:0, Sludge
hbm:fluid_icon:0, Biofuel
hbm:fluid_icon:0, Pink Slime
hbm:fluid_icon:0, Protein
hbm:fluid_icon:0, Raw Ore Meat
hbm:fluid_icon:0, Fermented Ore Meat
hbm:fluid_icon:0, Menril Resin
hbm:fluid_icon:0, Liquid Chorus
hbm:fluid_icon:0, Olive Oil
hbm:fluid_icon:0, Ironberry Juice
hbm:fluid_icon:0, Wildberry Juice
hbm:fluid_icon:0, Grape Juice
hbm:fluid_icon:0, Apple Juice
hbm:fluid_icon:0, Ale Wort
hbm:fluid_icon:0, Honey
hbm:fluid_icon:0, Ale
hbm:fluid_icon:0, Cider
hbm:fluid_icon:0, Iron Wine
hbm:fluid_icon:0, Mead
hbm:fluid_icon:0, Wildberry Wine
hbm:fluid_icon:0, Wine
hbm:fluid_icon:0, Molten Reinforced Pink Slime
hbm:fluid_icon:0, Exhaust Steam
hbm:fluid_icon:0, Distilled Water
hbm:fluid_icon:0, Flue Gas
hbm:fluid_icon:0, High Pressure Steam
hbm:fluid_icon:0, Hot Spring Water
hbm:fluid_icon:0, Molten Salt
hbm:fluid_icon:0, Molten Sodium
hbm:fluid_icon:0, Superheated Molten Sodium
hbm:fluid_icon:0, Chlorine
hbm:fluid_icon:0, Low-Pressure Steam
hbm:fluid_icon:0, Dense Steam
hbm:fluid_icon:0, Super Dense Steam
hbm:fluid_icon:0, Ultra Dense Steam
hbm:fluid_icon:0, Coolant
hbm:fluid_icon:0, Hot Coolant
hbm:fluid_icon:0, Deuterium
hbm:fluid_icon:0, Tritium
hbm:fluid_icon:0, Hot Crude Oil
hbm:fluid_icon:0, Cracked Oil
hbm:fluid_icon:0, Hot Cracked Oil
hbm:fluid_icon:0, Heavy Oil
hbm:fluid_icon:0, Bitumen
hbm:fluid_icon:0, Industrial Oil
hbm:fluid_icon:0, Heating Oil
hbm:fluid_icon:0, Reclaimed Industrial Oil
hbm:fluid_icon:0, Petroil
hbm:fluid_icon:0, Fracking Solution
hbm:fluid_icon:0, Naphtha
hbm:fluid_icon:0, Light Oil
hbm:fluid_icon:0, Kerosene
hbm:fluid_icon:0, Natural Gas
hbm:fluid_icon:0, Petroleum Gas
hbm:fluid_icon:0, Aromatic Hydrocarbons
hbm:fluid_icon:0, Unsaturated Hydrocarbons
hbm:fluid_icon:0, Biogas
hbm:fluid_icon:0, Fish Oil
hbm:fluid_icon:0, Sunflower Seed Oil
hbm:fluid_icon:0, Colloid
hbm:fluid_icon:0, NITAN© 100 Octane Super Fuel
hbm:fluid_icon:0, Uranium Hexafluoride
hbm:fluid_icon:0, Plutonium Hexafluoride
hbm:fluid_icon:0, Schrabidium Trisulfide
hbm:fluid_icon:0, Antimatter
hbm:fluid_icon:0, Antischrabidium
hbm:fluid_icon:0, Hydrogen Peroxide
hbm:fluid_icon:0, Sulfuric Acid
hbm:fluid_icon:0, Nitric Acid
hbm:fluid_icon:0, Solvent
hbm:fluid_icon:0, High-Performance Solvent
hbm:fluid_icon:0, Nitroglycerin
hbm:fluid_icon:0, Osmiridic Solution
hbm:fluid_icon:0, Watz Mud
hbm:fluid_icon:0, Cryogel
hbm:fluid_icon:0, Hydrogen
hbm:fluid_icon:0, Oxygen
hbm:fluid_icon:0, Xenon Gas
hbm:fluid_icon:0, Balefire Rocket Fuel
hbm:fluid_icon:0, Mercury
hbm:fluid_icon:0, Deuterium-Tritium Plasma
hbm:fluid_icon:0, Hydrogen-Deuterium Plasma
hbm:fluid_icon:0, Hydrogen-Tritium Plasma
hbm:fluid_icon:0, Plutonium-Tritium Plasma
hbm:fluid_icon:0, Xenon-Mercury Plasma
hbm:fluid_icon:0, Balefire Plasma
hbm:fluid_icon:0, Pandemonium(III)tantalite Solution
hbm:fluid_icon:0, Liquid Nuclear Waste
hbm:fluid_icon:0, Gaseous Nuclear Waste
hbm:fluid_icon:0, Sellaline
hbm:fluid_icon:0, Radiated Water
hbm:fluid_icon:0, Oxidized Watz Mud
hbm:fluid_icon:0, Schrabidic Acid
hbm:fluid_icon:0, Corium
hbm:fluid_icon:0, Volcanic Lava
hbm:fluid_icon:0, Liquid XP
hbm:fluid_icon:0, Molten Alumite
hbm:fluid_icon:0, Molten Osmium
hbm:fluid_icon:0, Molten Refined Obsidian
hbm:fluid_icon:0, Refined Glowstone
hbm:fluid_icon:0, Molten Osgloglas
hbm:fluid_icon:0, Molten Osmiridium
hbm:fluid_icon:0, Molten Titanium
hbm:fluid_icon:0, Chocolate Liquor
hbm:fluid_icon:0, Milk Chocolate
hbm:fluid_icon:0, Dark Chocolate
hbm:fluid_icon:0, Ink
hbm:fluid_icon:0, Cyan Ink
hbm:fluid_icon:0, Magenta Ink
hbm:fluid_icon:0, Yellow Ink
hbm:fluid_icon:0, Etching Acid
hbm:fluid_icon:0, Hydrofluoric Acid
hbm:fluid_icon:0, Formic Acid
hbm:fluid_icon:0, Carbon Dioxide
hbm:fluid_icon:0, Carbon Monoxide
hbm:fluid_icon:0, Ammonia
hbm:fluid_icon:0, Methanol
hbm:fluid_icon:0, Mustard Gas
hbm:fluid_icon:0, Nitrogen
hbm:fluid_icon:0, Rocket Fuel
hbm:fluid_icon:0, Enriched Lava
hbm:fluid_icon:0, Seared Stone
hbm:fluid_icon:0, Molten Obsidian
hbm:fluid_icon:0, Molten Clay
hbm:fluid_icon:0, Liquid Dirt
hbm:fluid_icon:0, Molten Emerald
hbm:fluid_icon:0, Molten Glass
hbm:fluid_icon:0, Blood
hbm:fluid_icon:0, Liquid Blue Slime
hbm:fluid_icon:0, Liquid Purple Slime
hbm:gadget_explosive, First Generation Explosive Lens
hbm:gadget_explosive8, Bundle of First Generation Implosion Propellant
hbm:gadget_wireing, Wiring
hbm:gadget_core, Plutonium Core
hbm:boy_igniter, Bomb Igniter
hbm:boy_propellant, Propellant
hbm:boy_bullet, U235 Projectile
hbm:boy_target, Subcritical U235 Target
hbm:boy_shielding, Neutron Shielding
hbm:man_core, Plutonium Core
hbm:man_explosive, Explosive Lens
hbm:man_explosive8, Bundle of Implosion Propellant
hbm:man_igniter, Bomb Igniter
hbm:mike_core, Uranium Coated Deuterium Tank
hbm:mike_deut, Deuterium Tank
hbm:mike_cooling_unit, Deuterium Cooling Unit
hbm:tsar_core, Tsar Bomba Core
hbm:fleija_igniter, Pulse Igniter
hbm:fleija_propellant, Schrabidium Propellant
hbm:fleija_core, F.L.E.I.J.A. Uranium 235 Charge
hbm:solinium_core, Semi-Stable Solinium Core
hbm:solinium_igniter, SOL Pulse Igniter
hbm:solinium_propellant, SOL Compression Charge
hbm:n2_charge, Large Explosive Charge
hbm:egg_balefire_shard, Balefire Shard
hbm:egg_balefire, Balefire Egg
hbm:custom_tnt, Custom Nuke Explosive Charge
hbm:custom_nuke, Custom Nuke Nuclear Rod
hbm:custom_hydro, Custom Nuke Hydrogen Rod
hbm:custom_amat, Custom Nuke Antimatter Rod
hbm:custom_dirty, Custom Nuke Dirty Rod
hbm:custom_schrab, Custom Nuke Schrabidium Rod
hbm:custom_fall, Custom Nuke Drop Upgrade
hbm:grenade_kit, Grenade Kit
hbm:gadget_kit, The Gadget Kit
hbm:boy_kit, Little Boy Kit
hbm:man_kit, Fat Man Kit
hbm:mike_kit, Ivy Mike Kit
hbm:tsar_kit, Tsar Bomba Kit
hbm:prototype_kit, Prototype Kit
hbm:fleija_kit, F.L.E.I.J.A. Kit
hbm:solinium_kit, Solinium Kit
hbm:multi_kit, Multi Purpose Bomb Kit
hbm:custom_kit, Custom Nuke Kit
hbm:missile_kit, Missile Kit
hbm:t45_kit, T45 Power Armor Kit
hbm:hazmat_kit, Hazmat Kit
hbm:hazmat_red_kit, Advanced Hazmat Kit
hbm:hazmat_grey_kit, High-Performance Hazmat Kit
hbm:nuke_starter_kit, Atomic Science Starter Kit
hbm:nuke_advanced_kit, Atomic Science Advanced Kit
hbm:loot_10, Size 10 Missile Loot Crate
hbm:loot_15, Size 15 Missile Loot Crate
hbm:loot_misc, General Missile Loot Crate
hbm:sat_mapper, Surface Mapping Satellite
hbm:sat_scanner, Satellite with Depth-Resource Scanning Module
hbm:sat_radar, Radar Survey Satellite
hbm:sat_laser, Orbital Death Ray
hbm:sat_foeq, PEAF - Mk.I FOEQ Duna Probe with experimental Nuclear Propulsion
hbm:sat_resonator, Xenium Resonator Satellite
hbm:sat_miner, Asteroid Mining Ship
hbm:sat_gerald, Gerald The Construction Android
hbm:sat_chip, Satellite ID-Chip
hbm:sat_interface, Satellite Control Interface
hbm:sat_coord, Satellite Designator												 
hbm:designator, Short Range Target Designator
hbm:designator_range, Long Range Target Designator
hbm:designator_manual, Manual Target Designator
hbm:missile_assembly, Small Missile Assembly
hbm:missile_generic, High Explosive Missile
hbm:missile_strong, Strong HE Missile
hbm:missile_burst, Spare Missile
hbm:missile_incendiary, Incendiary Missile
hbm:missile_incendiary_strong, Strong Incendiary Missile
hbm:missile_inferno, Inferno Missile G.R.N. Mk.II
hbm:missile_cluster, Cluster Missile
hbm:missile_cluster_strong, Strong Cluster Missile
hbm:missile_rain, Bomblet Rain
hbm:missile_buster, Bunker Buster
hbm:missile_buster_strong, Enhanced Bunker Buster
hbm:missile_drill, The Concrete Cracker
hbm:missile_nuclear, Nuclear Missile
hbm:missile_nuclear_cluster, Thermonuclear Missile
hbm:missile_volcano, Tectonic Missile
hbm:missile_emp_strong, Strong EMP Missile
hbm:missile_endo, Endothermic Missile
hbm:missile_exo, Exothermic Missile
hbm:missile_doomsday, Doomsday Missile
hbm:missile_taint, Taint-Tipped Missile
hbm:missile_micro, Micro-Nuclear Missile
hbm:missile_bhole, Black Hole Missile
hbm:missile_schrabidium, Schrabidium Missile
hbm:missile_emp, EMP Missile
hbm:missile_anti_ballistic, Anti Ballistic Missile
hbm:missile_carrier, HTR-01 Carrier Rocket
hbm:missile_soyuz_lander, Orbital Module				 
hbm:missile_soyuz0, Soyuz-FG
hbm:missile_soyuz1, Soyuz-FG
hbm:missile_soyuz2, Soyuz-FG
hbm:warhead_generic_small, Small Warhead
hbm:warhead_incendiary_small, Small Incendiary Warhead
hbm:warhead_cluster_small, Small Cluster Warhead
hbm:warhead_buster_small, Small Bunker Buster Warhead
hbm:warhead_generic_medium, Medium Warhead
hbm:warhead_incendiary_medium, Medium Incendiary Warhead
hbm:warhead_cluster_medium, Medium Cluster Warhead
hbm:warhead_buster_medium, Medium Bunker Buster Warhead
hbm:warhead_generic_large, Large Warhead
hbm:warhead_incendiary_large, Large Incendiary Warhead
hbm:warhead_cluster_large, Large Cluster Warhead
hbm:warhead_buster_large, Large Bunker Buster Warhead
hbm:warhead_nuclear, Nuclear Warhead
hbm:warhead_mirvlet, MIRV
hbm:warhead_mirv, Thermonuclear Warhead
hbm:warhead_volcano, Tectonic Warhead
hbm:warhead_thermo_endo, Endothermic Warhead
hbm:warhead_thermo_exo, Exothermic Warhead
hbm:thruster_small, Small Thruster
hbm:thruster_medium, Medium Thruster
hbm:thruster_large, Large Thruster
hbm:cap_aluminium, Aluminium Cap
hbm:hull_small_steel, Small Steel Shell
hbm:hull_small_aluminium, Small Aluminium Shell
hbm:hull_big_steel, Big Steel Shell
hbm:hull_big_aluminium, Big Aluminium Shell
hbm:hull_big_titanium, Big Titanium Shell
hbm:fins_flat, Flat Steel Casing
hbm:fins_small_steel, Small Steel Grid Fins
hbm:fins_big_steel, Big Steel Grid Fins
hbm:fins_tri_steel, Large Steel Fins
hbm:fins_quad_titanium, Small Titanium Fins
hbm:sphere_steel, Steel Sphere
hbm:pedestal_steel, Steel Pedestal
hbm:dysfunctional_reactor, Dysfunctional Nuclear Reactor
hbm:rotor_steel, Large Steel Rotor
hbm:generator_steel, Generator Body
hbm:sat_head_mapper, High-Gain Optical Camera
hbm:sat_head_scanner, M700 Survey Scanner
hbm:sat_head_radar, Radar Dish
hbm:sat_head_laser, Death Ray
hbm:sat_head_resonator, Xenium Resonator
hbm:seg_10, Size 10 Connector
hbm:seg_15, Size 15 Connector
hbm:seg_20, Size 20 Connector
hbm:fuel_tank_small, Small Fuel Tank
hbm:fuel_tank_medium, Medium Fuel Tank
hbm:fuel_tank_large, Large Fuel Tank
hbm:tank_steel, Steel Tank
hbm:mp_thruster_10_kerosene, Size 10 Liquid Fuel Thruster
hbm:mp_thruster_10_solid, Size 10 Solid Fuel Thruster
hbm:mp_thruster_10_xenon, Size 10 Ion Thruster
hbm:mp_thruster_15_kerosene, Size 15 Liquid Fuel Thruster
hbm:mp_thruster_15_kerosene_dual, Size 15 Liquid Fuel Twin Thrusters
hbm:mp_thruster_15_kerosene_triple, Size 15 Liquid Fuel Triple Thrusters
hbm:mp_thruster_15_solid, Size 15 Solid Fuel Thruster
hbm:mp_thruster_15_solid_hexdecuple, Size 15 Solid Fuel Hexdecuple Thrusters
hbm:mp_thruster_15_hydrogen, Size 15 Hydrogen Thruster
hbm:mp_thruster_15_hydrogen_dual, Size 15 Hydrogen Twin Thrusters
hbm:mp_thruster_15_balefire_short, Size 15 Balefire Thruster with Nuclear Preheater (Shortened)
hbm:mp_thruster_15_balefire, Size 15 Balefire Thruster with Nuclear Preheater
hbm:mp_thruster_15_balefire_large, Size 15 Balefire Thruster with Nuclear Preheater (Heavy Duty Nozzle)
hbm:mp_thruster_15_balefire_large_rad, Size 15 Balefire Thruster with Nuclear Preheater (Heavy Duty Nozzle)
hbm:mp_thruster_20_kerosene, Size 20 Liquid Fuel Thruster
hbm:mp_thruster_20_kerosene_dual, Size 20 Liquid Fuel Twin Thrusters
hbm:mp_thruster_20_kerosene_triple, Size 20 Liquid Fuel Triple Thrusters
hbm:mp_thruster_20_solid, Size 20 Solid Fuel Thruster
hbm:mp_thruster_20_solid_multi, Size 20 Solid Fuel 30-Fold Thrusters
hbm:mp_thruster_20_solid_multier, Size 20 Solid Fuel 47-Fold Thrusters
hbm:mp_stability_10_flat, Size 10 Flat Fins
hbm:mp_stability_10_cruise, Size 10 Cruise Fins
hbm:mp_stability_10_space, Size 10 Space Fins
hbm:mp_stability_15_flat, Size 15 Flat Fins
hbm:mp_stability_15_thin, Size 15 Thin Fins
hbm:mp_stability_15_soyuz, Size 15 Pointy Fins
hbm:mp_fuselage_10_kerosene, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_camo, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_desert, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_sky, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_flames, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_insulation, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_sleek, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_metal, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_taint, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_solid, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_flames, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_insulation, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_sleek, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_soviet_glory, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_cathedral, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_moonlit, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_battery, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_duracell, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_xenon, Size 10 Xenon Fuselage
hbm:mp_fuselage_10_xenon_bhole, Size 10 Xenon Fuselage
hbm:mp_fuselage_10_long_kerosene, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_camo, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_desert, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_sky, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_flames, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_insulation, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_sleek, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_metal, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_dash, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_taint, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_vap, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_solid, Size 10 Long Solid Fuel Fuselage
hbm:mp_fuselage_10_long_solid_flames, Size 10 Long Solid Fuel Fuselage
hbm:mp_fuselage_10_long_solid_insulation, Size 10 Long Solid Fuel Fuselage
hbm:mp_fuselage_10_long_solid_sleek, Size 10 Long Solid Fuel Fuselage
hbm:mp_fuselage_10_long_solid_soviet_glory, Size 10 Long Solid Fuselage
hbm:mp_fuselage_10_long_solid_bullet, Size 10 Long Solid Fuselage
hbm:mp_fuselage_10_long_solid_silvermoonlight, Size 10 Long Solid Fuselage
hbm:mp_fuselage_10_15_kerosene, Size 10/15 Kerosene Fuselage
hbm:mp_fuselage_10_15_solid, Size 10/15 Solid Fuel Fuselage
hbm:mp_fuselage_10_15_hydrogen, Size 10/15 Hydrogen Fuselage
hbm:mp_fuselage_10_15_balefire, Size 10/15 Balefire Fuselage
hbm:mp_fuselage_15_kerosene, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_camo, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_desert, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_sky, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_insulation, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_metal, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_decorated, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_steampunk, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_polite, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_blackjack, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_lambda, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_minuteman, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_pip, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_taint, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_yuck, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_solid, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_insulation, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_desh, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_soviet_glory, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_soviet_stank, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_faust, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_silvermoonlight, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_snowy, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_panorama, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_roses, Size 15 Solid Fuel Fuselage
